id,num_vertices,num_faces,volume,surface_area,average_edge_length,genus,max_ver_xdisp,max_ver_ydisp,max_ver_zdisp,max_ver_magdisp,max_ver_stress,max_hor_xdisp,max_hor_ydisp,max_hor_zdisp,max_hor_magdisp,max_hor_stress,max_dia_xdisp,max_dia_ydisp,max_dia_zdisp,max_dia_magdisp,max_dia_stress,max_tor_xdisp,max_tor_ydisp,max_tor_zdisp,max_tor_magdisp,max_tor_stress,category,num_tets,mass,download_file,link_name,author,author_id,test_split_0,test_split_1,test_split_2
204,44232,88492,67822.4579755766,63033.23723626621,1.167005721139177,8.0,6.553122,6.649932,16.25874,17.3943,5175.85,1.133991,0.9912083,1.380658,5.86068,1973.781,3.043422,5.246383,10.42698,11.31549,3218.477,0.7490972,0.1250565,0.8414727,1.172027,863.6809,flat,384096,0.3031663871508274,GE jet engine bracket v.4m.step,ge-jet-engine-bracket-v-4-1,Arek Kulesza,arek.kulesza-1,False,False,True
205,20011,40050,193064.41692669623,56498.99185864726,1.781978639213425,8.0,0.5235304,0.1209158,0.6393054,0.7501809,713.2783,0.01720734,0.1717948,0.3960145,0.9525217,985.8569,0.01211459,0.08289467,0.1553361,0.2603402,517.3823,0.1363058,0.08903253,0.01810482,0.2382204,369.285,flat,218847,0.8629979436623322,GE Bracket minimal v2.STEP,ge-jet-enginer-bracket-submission-1,Gavin Lee,gavin.lee-1,False,False,False
206,21701,43422,204011.32389815745,54180.32657360744,1.6699963498762134,6.0,0.4454975,0.111328,0.6253869,0.7152556,942.7166,0.009100731,0.06635976,0.1400691,0.6997947,593.9979,0.0128162,0.05155825,0.1971014,0.2051936,424.1847,0.09415785,0.07523478,0.04736848,0.1166436,238.2739,flat,237198,0.911930617824764,GE Bracket mod v9.STEP,ge-jet-engine-bracket-11,Gavin Lee,gavin.lee-1,False,True,False
207,38777,77582,151127.0394929298,54671.86513130024,1.1913026060935623,8.0,0.4744745,0.2527937,0.8561254,0.9312342,1154.359,0.039721,0.05444642,0.1899349,0.6065276,514.7628,0.05073245,0.2337035,0.4324596,0.4696598,1064.368,0.1792392,0.04347285,0.1114984,0.2645646,582.1482,butterfly,460262,0.6755378665333962,ge brkt1.STEP,ge-brkt-1,Brooks,brooks,False,False,False
208,44354,88728,209996.00811771204,53949.804852270085,1.0825653631617491,6.0,0.3937391,0.1177203,0.6392888,0.6969683,718.4734,0.05265389,0.04960617,0.1584772,0.5017601,417.5597,0.04391207,0.1032865,0.2871576,0.3030898,340.6512,0.1369534,0.008372855,0.1010778,0.2679689,527.4767,flat,556579,0.9386821562861728,prototype.STEP,ge-jet-engine-bracket-try-1-1,Mauricio Karsten,mauricio.karsten,True,False,False
209,32659,65338,314065.8571252596,68356.73106705426,1.5294029615720528,6.0,0.176336,0.0861094,0.3199913,0.3483807,575.9565,0.006395175,0.03702747,0.07561633,0.2399208,291.6516,0.00971711,0.08768127,0.1675852,0.1899914,312.0699,0.08426312,0.006636488,0.05727405,0.1708933,302.1965,block,405046,1.4038743813499104,generalelectric Bracket SAS2.stp,ge-jet-engine-bracket-challenge-5,Sterry Shaffer,sterry.shaffer-1,True,False,False
211,35123,70274,322314.1428047356,70288.5990925553,1.4837705038355642,8.0,0.2133269,0.09574413,0.3745446,0.4071012,532.1953,0.01588932,0.03396581,0.08005563,0.254028,287.3932,0.03807918,0.09421308,0.1959192,0.2171072,265.2679,0.08381605,0.005629784,0.06172071,0.1614228,317.061,block,458237,1.440744218337168,GE Engine Bracket.stp,ge-engine-bracket-ver-1-1,Michael Waugh,michael.waugh,False,True,False
213,31156,62332,166104.31534794136,64287.12336378216,1.5168951578557266,6.0,0.5814306,0.1794736,1.056375,1.136659,1038.027,0.07635076,0.08268191,0.2430153,0.6262053,464.697,0.1499025,0.16049,0.5711886,0.5921749,646.6346,0.1006899,0.01650485,0.07494996,0.2031753,314.7336,flat,315422,0.7424862896052979,Bracket ge-ver4.stp,bracket-ge-ver4-1,Tomek F.,tomek.f,False,True,False
214,23238,46496,366828.3549824237,54663.40434605303,1.5948680936420665,6.0,0.1688117,0.1250236,0.3194679,0.3548719,620.0698,0.004589621,0.03062241,0.05843507,0.2096494,328.001,0.02323041,0.1285796,0.1802325,0.2215371,310.668,0.09153499,0.00700961,0.06689397,0.1792514,323.8152,block,297466,1.639722746771434,bracket 1.SLDPRT,ge-bracket-1,Jim,jim--81,False,False,False
217,55765,111606,209578.65913941705,61448.98248015432,1.0363554345469823,20.0,0.275614,0.2023443,0.6835866,0.7203012,834.5911,0.009058992,0.04811702,0.1329076,0.3281083,382.5646,0.02452496,0.2105035,0.4578342,0.5011595,552.6929,0.1001955,0.02688282,0.06044549,0.1731003,299.4579,block,721187,0.9368166063531944,itr1.SLDPRT,modified-engine-bracket-1,Yadwinder Paul Singh,yadwinder.paul.singh,False,False,False
220,79289,158962,132493.01232177965,83990.81688559282,1.0307581879297594,97.0,3.696946,0.5249356,5.093167,5.821193,4239.771,0.1030164,0.5121737,1.55911,5.021454,3585.739,0.3421014,0.7098645,1.679552,1.803465,2041.968,0.2362771,0.1162907,0.1837839,0.3698632,795.4005,block,759965,0.5922437650783551,GE Engine Bracket-V.3.SLDPRT,ge-engine-bracket-vesion-3-1,Alex Scarborough,alex.scarborough-1,False,False,True
221,28912,57896,156612.6115947671,46436.63928395021,1.2636398727245457,19.0,0.9498057,0.2783292,1.34425,1.542481,1526.42,0.07613152,0.1362465,0.6056862,1.479916,1173.649,0.01306058,0.2096694,0.4234738,0.482741,1152.415,0.2700037,0.07706101,0.166613,0.3820052,480.7624,other,383431,0.700058373828609,ge brkt2.STEP,ge-brkt-2-1,Brooks,brooks,False,True,False
223,21768,43564,177375.9434675952,46853.873565290174,1.4959614329638278,8.0,1.26958,0.3412518,1.817625,2.080375,1743.223,0.02897543,0.1722849,1.079272,1.943606,2069.862,0.03415761,0.2785417,0.5874288,0.6619168,986.6133,0.2283257,0.03599586,0.1653883,0.4254426,491.4639,flat,271093,0.7928704673001506,GE jet engine bracket v.44441.prt.step,ge-jet-engine-bracket-v-44441-1,Arek Kulesza,arek.kulesza-1,False,False,False
225,18190,36400,277422.2666089026,49236.34994856915,1.7520300110509803,6.0,0.3998139,0.2646276,0.7040676,0.798806,1008.098,0.0187753,0.03567799,0.2468458,0.5945102,680.8104,0.01263735,0.2121343,0.3119035,0.3726833,576.8,0.1100686,0.02704859,0.070592,0.2045109,313.9875,flat,215219,1.2400775317417947,improved.stp,improved-ge-bracket-1,Michael Jenkins,michael.jenkins-1,True,False,False
228,13179,26378,165645.22477194705,42214.82472763317,1.9208333476982884,6.0,0.4083098,0.1926959,0.7982225,0.8407053,781.8556,0.004444665,0.05508038,0.1323956,0.414783,494.095,0.1026133,0.2090802,0.4871471,0.5190238,605.0585,0.09690543,0.05060744,0.06448767,0.1446813,225.681,arch,130734,0.7404341547306034,Product1.stp,ge-jet-engine-bracket-sheetmetal-experiment-1,jaxon,jaxon-1,False,False,True
229,21455,42930,167859.98501299488,52695.07950750088,1.6584364362754056,6.0,2.025679,0.2104688,2.627911,3.074259,1532.295,0.1019542,0.1523765,0.9314629,2.889285,1155.132,0.08797902,0.1353008,0.7040232,0.7146143,718.9396,0.1604936,0.08739851,0.09614398,0.3357922,324.0246,flat,233119,0.7503341330080872,GE BRACKET-1.stp,general-electric-bracket-design-challenge-1,Girish.K.S,girish.k.s-1,False,False,False
230,45524,91104,147272.5438031312,108430.16390451182,1.6282708674850217,15.0,0.4609934,0.6896437,1.389675,1.529611,1404.179,0.01582976,0.2513699,0.2794758,0.6787544,1294.306,0.1528198,0.7965847,1.052694,1.285059,1508.799,0.1851014,0.05372458,0.07076156,0.3107675,1056.746,block,362095,0.6583082707999965,engine brkt.SLDPRT,ge-jet-engine-brkt-1,Shannon,shannon,False,False,False
233,45816,91308,356115.3416514155,123904.23418323405,1.7514302092091687,-80.0,0.1562402,0.04137212,0.2642579,0.2890284,461.7606,0.005368938,0.0272014,0.06236077,0.222412,272.1417,0.004564233,0.0522399,0.1294939,0.1411676,231.6071,0.08050924,0.005533024,0.05450829,0.1671259,306.0098,block,527137,1.5918355771818276,Engine Bracket.STEP,ge-jet-engine-bracket-14,Farandy Angesti Liong,farandy.angesti.liong,False,True,False
234,42856,85804,139607.12179273684,51017.98939995533,1.0852677975095446,24.0,0.9779909,0.1647764,1.456177,1.622845,2352.699,0.01967676,0.1658285,0.5461696,1.342928,1151.872,0.05204919,0.1253076,0.5623403,0.5722948,1483.536,0.1425526,0.04955234,0.08138216,0.2221614,403.6947,beam,577001,0.6240438344135337,The Frog.SLDPRT,the-frog-ge-bracket-1,Yadwinder Paul Singh,yadwinder.paul.singh,False,False,False
235,53439,106906,142061.53534636326,44046.1525546692,0.9111844036396566,8.0,0.6996816,0.1408291,1.04472,1.168115,1334.408,0.01021517,0.2995764,0.7015153,1.11226,760.0717,0.006959657,0.1134791,0.4065665,0.4371251,706.9091,0.4839808,0.2735606,0.3849432,0.6223174,638.5589,flat,749645,0.6350150629982438,op1.stp,op-1-ears-1,Manolo Valenzuela,manolo.valenzuela-1,True,False,False
236,15182,30384,52057.541203689485,29937.511369187087,1.4494915590373396,6.0,23.15634,0.3193063,26.75278,32.47631,7835.377,0.2044902,0.9281963,7.958404,29.41071,7615.212,4.379461,0.1081276,5.812654,6.704006,1847.518,1.134876,0.2841637,1.113228,1.741156,1340.996,beam,148667,0.232697209180492,new design of bracket3.stp,jet-engine-bracket-6,Nishikant Maruti Mane,nishikant.maruti.mane-1,False,False,True
237,47478,94976,251062.2582439223,85321.2853846365,1.334117795929698,6.0,0.1964954,0.134352,0.4322108,0.458061,711.8808,0.007701554,0.05043611,0.03869091,0.233478,346.0438,0.02282169,0.1562823,0.2830242,0.3235666,449.9294,0.09483488,0.007926526,0.06650361,0.1916095,337.4814,block,558411,1.122248294350333,a279837B8p1l-Weight Reduction.SLDPRT,weight-reducttion-jet-bracket-1,Bol,bol,False,False,True
238,37709,75438,285017.77981504134,53821.78807401307,1.2188981879246297,6.0,0.1954963,0.09659708,0.3303015,0.3660431,555.3786,0.006295619,0.03420191,0.06741826,0.2457401,299.4573,0.02499057,0.09612304,0.1681703,0.1936065,300.181,0.08961361,0.009128139,0.06533755,0.1719923,307.499,block,564406,1.2740294757732349,Dominic Baldrica.STEP,ge-engine-bracket-7,dominic baldrica,dominic.baldrica,False,True,False
240,17573,35174,159315.86909008014,43100.87319009568,1.6346660759762992,8.0,1.455672,0.2454263,1.956875,2.264069,1565.837,0.01362268,0.2919613,1.189478,2.366219,1153.671,0.01139251,0.1656472,0.5634187,0.5903288,747.0511,0.2235961,0.0178596,0.1594152,0.3896121,451.8122,flat,197094,0.7121419348326583,op2.stp,op-2-x-form-1,Manolo Valenzuela,manolo.valenzuela-1,False,False,False
241,25928,51876,198908.2311024236,45302.27087607305,1.3634091847653655,6.0,0.7498605,0.348966,1.208816,1.359764,1145.837,0.04727498,0.07665776,0.4021333,0.9622061,615.9183,0.1084501,0.3491737,0.5308477,0.6255444,627.9241,0.2216663,0.04209444,0.1771874,0.4024016,352.4831,flat,320857,0.8891197930278335,Ge-Bracket V1.STEP,ge-bracket-v1-1,Andrei,andrei-19,False,False,False
242,32522,65072,198516.1655788193,48072.1179155355,1.244513426167077,8.0,0.9046376,0.2944452,1.53202,1.689558,2091.458,0.01225276,0.2036517,0.2695801,1.116732,1015.052,0.1652324,0.2393526,0.7276807,0.7626888,1177.342,0.1691455,0.03030319,0.1287011,0.3165019,351.1247,flat,408954,0.8873672601373223,Ge-Bracket V2.CATPart,ge-bracket-v2-1,Andrei,andrei-19,False,False,False
245,107658,215604,159876.02831888327,106895.92223991056,0.9933869661629636,73.0,2.016773,1.321122,3.195884,3.719538,3260.166,0.07601302,0.5386196,0.4817239,2.450361,1675.783,0.3766639,0.8998061,1.477852,1.705823,1840.193,0.2802313,0.04986488,0.2230938,0.397643,519.8283,flat,851884,0.7146458465854083,GE Engine Bracket V.5.SLDPRT,ge-engine-bracket-version-5-1,Alex Scarborough,alex.scarborough-1,False,False,False
246,21131,42310,94207.17152507296,49374.52880780206,1.591544975265761,13.0,6.726111,7.43257,12.972,15.19392,7371.391,0.3962738,0.8952105,4.370935,8.816358,4622.325,0.8160188,6.177085,6.878044,8.881372,4483.329,1.416065,0.9191262,1.055489,1.814512,1461.922,flat,194075,0.4211060567170762,bk2.2.STEP,ge-jet-engine-bracket-20,Shannon,shannon,False,False,False
247,25389,50798,165685.35977932677,45730.26883653799,1.3957722342759833,6.0,0.3888372,0.1726261,0.7876154,0.8237563,629.2505,0.01913478,0.03022907,0.08000552,0.4253905,508.6851,0.07399959,0.1593305,0.4806586,0.5011492,473.3491,0.137898,0.06509787,0.0916645,0.2631921,323.5468,beam,291441,0.7406135582135908,original1.IGS,jet-engine-bracket-7,Deep Mota,deep.mota-1,False,False,False
248,16283,32586,355289.63345710456,46237.40123698925,1.7854168233474528,6.0,0.2790037,0.07567244,0.4031626,0.4596581,815.8813,0.004560035,0.05326412,0.1199662,0.3774944,541.4766,0.03386274,0.1051126,0.162616,0.193701,383.542,0.08801362,0.0124427,0.06148377,0.1850583,380.8927,block,193953,1.5881446615532575,jaeger_v01_ge_round.IGS,ge-jet-engine-bracket-challenge-10,Daniel Jaeger,daniel.jaeger,False,True,False
249,17369,34758,131339.5919705762,41010.183403580486,1.6391046910016862,6.0,0.8431601,0.1193103,1.151348,1.317854,1084.459,0.1278881,0.080612,0.1619861,1.152475,948.665,0.05765558,0.1301984,0.3793735,0.3994386,589.1465,0.3283139,0.08652407,0.1943842,0.4145726,444.8188,flat,194742,0.5870879761084757,Bracket_3.stp,bracket_03-1,Giacomo Calzoni,giacomo.calzoni-1,False,True,False
252,16219,32458,354432.24121542217,46163.89961415446,1.7902158280087646,6.0,0.2850531,0.09232997,0.4135596,0.4742419,817.7936,0.004774401,0.07262116,0.1213575,0.3964656,564.5647,0.03164466,0.1323377,0.1706931,0.2165753,436.0302,0.07675202,0.01052989,0.05290277,0.1838459,330.8979,block,193618,1.5843121182329372,v02_superlight.IGS,ge-jet-engine-bracket-challenge-11,Daniel Jaeger,daniel.jaeger,False,False,False
254,31729,63574,130329.18243946244,62146.45763099095,1.4362377334227114,30.0,0.6709591,0.1672406,1.225679,1.30622,1213.001,0.05404464,0.06079087,0.2061319,0.7594011,772.4644,0.1475169,0.180836,0.6532435,0.6572717,828.2252,0.1610762,0.02437462,0.09856801,0.2316387,540.7032,block,345384,0.5825714455043972,BRACKET V3.STEP,ge-jet-engine-bracket-second-proposal-1,Rodolfo Solorio,rodolfo.solorio-1,False,False,False
255,34659,69338,158133.4786090337,48757.4975186462,1.208487051038263,6.0,0.5939541,0.1330323,0.8640776,0.9631003,1059.747,0.02468715,0.08857803,0.03364103,0.7284831,663.944,0.1230332,0.07506871,0.3435082,0.3544339,442.6972,0.134991,0.05350706,0.0890147,0.204898,322.07,flat,402134,0.7068566493823807,GE jet engine bracket - Wirgart Racing.stp,ge-jet-engine-bracket-wirgart-racing-1,Daniel Von Wirgart,daniel.von.wirgart-1,False,False,True
256,49464,98948,165226.77253508777,43711.34670218348,0.93119200991437,6.0,0.4153108,0.09962653,0.6044396,0.6728474,681.0175,0.01029611,0.03953767,0.1276296,0.5194606,470.1341,0.05325115,0.09338768,0.2460934,0.2624501,300.2913,0.114709,0.04113355,0.08141931,0.1950532,313.1418,butterfly,700746,0.7385636732318425,GE-JET ENGINE BRACKET-RIC04.stp,ge-jet-engine-bracket-01-1,Richard,richard--78,False,False,False
257,49113,98246,165210.96098098558,43707.93760396659,0.9381531179044044,6.0,0.4153136,0.1000633,0.6045792,0.6730908,719.2302,0.0103023,0.03960378,0.1273995,0.5190626,489.8733,0.05361967,0.09260097,0.246255,0.2625405,311.0183,0.115077,0.04100357,0.08210395,0.1974495,321.474,butterfly,698018,0.7384929955850056,GE-JET ENGINE BRACKET-RIC05.igs,ge-jet-engine-bracket-01-1,Richard,richard--78,True,False,False
258,51674,103368,147097.9025798108,48267.50387533924,0.962009018578354,6.0,0.8444508,0.1475498,1.336344,1.467373,1057.464,0.09232611,0.123241,0.03501748,0.9663056,531.9222,0.2278332,0.1395852,0.5959724,0.6234431,535.6973,0.1618846,0.0317368,0.1141246,0.2575271,361.5419,flat,633885,0.6575276245317543,GE-JET ENGINE BRACKET-RIC04.stp,ge-jet-engine-bracket-02-1,Richard,richard--78,False,False,False
259,51998,104016,147089.4917799348,48267.99662816287,0.9584326177402738,6.0,0.8503838,0.1477292,1.34392,1.475869,1084.768,0.09081886,0.1208931,0.03440562,0.9582818,537.0969,0.2365771,0.1392154,0.6078711,0.6358202,555.9264,0.1596879,0.03136642,0.1123872,0.2534066,346.641,block,636358,0.6574900282563085,GE-JET ENGINE BRACKET-RIC05.igs,ge-jet-engine-bracket-02-1,Richard,richard--78,False,False,False
261,38186,76404,190783.0644977915,48405.22686988823,1.1166610374806047,9.0,0.7494159,0.09114123,0.9499115,1.098115,766.6071,0.04066602,0.07672361,0.131614,0.9827191,674.6845,0.08029105,0.03477806,0.2769787,0.2778945,372.2584,0.1173181,0.02658864,0.07430372,0.2136141,228.6425,flat,554160,0.852800298305128,Ti-Bracket_var03.STEP,titanium-bracket-var_a-1,Duje Siskov,duje.siskov-1,False,False,True
262,38658,77348,156886.98771876015,45398.13595876179,1.0718594041952023,9.0,1.026512,0.1279557,1.289104,1.48718,885.3989,0.07430723,0.1264823,0.2240064,1.397577,890.23,0.06692261,0.0645269,0.3615938,0.364809,507.0533,0.2328282,0.06194241,0.1381857,0.3296258,417.0474,flat,526891,0.701284835102858,Ti-Bracket_var04.STEP,titanium-bracket-var_b-1,Duje Siskov,duje.siskov-1,False,True,False
266,15576,31172,142361.70054896042,45414.466175386144,1.8286792178033164,6.0,1.887491,2.974181,3.902905,4.944237,1616.171,0.03713864,0.6752512,1.219676,2.204192,1102.884,0.4171975,2.255627,2.291247,3.130641,1087.983,0.8210241,0.1832986,1.173898,1.759051,635.8889,butterfly,148566,0.6363568014538531,GE BRACKET-3.stp,ge-bracket-design-1,Girish.K.S,girish.k.s-1,True,False,False
267,17283,34586,162175.1140246939,46715.14017823905,1.7523911145779096,6.0,0.3655503,0.4265082,0.857154,0.952322,793.4774,0.02065538,0.05437088,0.09708025,0.3784575,585.6165,0.06908713,0.4157794,0.5937021,0.7145488,554.8234,0.1110543,0.05357954,0.07891815,0.1881966,309.142,block,176805,0.7249227596903818,GE BRACKET-2.stp,ge-bracket-design-2,Girish.K.S,girish.k.s-1,False,True,False
268,14850,29724,114949.45238728724,40880.83968339803,1.7693989669799122,7.0,0.279473,1.089311,1.262971,1.657627,2196.052,0.02404049,0.3890874,0.5391909,1.186607,1055.004,0.05306279,1.248118,1.273422,1.744372,2470.573,0.6900762,0.1578607,0.3043796,0.7128534,1794.192,flat,143809,0.513824052171174,grabcad_ge_jet_engine_bracket_challenge.igs,grabcad_ge_jet_engine_bracket_challenge-1,Chris Hinc,chris.hinc-1,True,False,False
269,52632,105308,143287.11112888058,57536.02805980552,1.0660710691825968,12.0,1.324239,0.1884802,1.96146,2.194019,3127.678,0.2786385,0.1074333,1.162939,1.874961,1522.196,0.0463907,0.09060077,0.6709137,0.6741613,1623.565,0.155809,0.3165113,0.09593058,0.3268635,328.2886,flat,693003,0.6404933867460962,Bracket ge-ver9.stp,bracket-ge-ver9-1,Tomek F.,tomek.f,False,False,False
270,64210,128440,97991.63217824908,42192.19955065573,0.8187626935468106,6.0,2.643066,0.3021607,3.667628,4.203918,7061.758,0.06697284,0.1761588,1.053959,3.299637,4384.939,0.5233868,0.2985019,1.32038,1.383612,2956.979,0.1956339,0.04676878,0.105979,0.4345464,470.3744,arch,813880,0.4380225958367734,ButterflyBracket_08.STEP,butterfly-bracket-ii-1,Lumas,lumas-1,False,False,False
271,20134,40304,224108.68689999887,43251.97392412054,1.4812508234903172,10.0,0.1639605,0.03909179,0.2760048,0.2989962,346.3643,0.004977265,0.02463325,0.0425381,0.2176644,258.482,0.01625696,0.05270402,0.1354283,0.1452333,226.7423,0.08655003,0.01217257,0.0579761,0.1696861,348.4632,flat,228641,1.001765830442995,GE jet engine bracket.stp,powerfull-bracket-1,Ajay Agrawal,ajay.agrawal-1,False,False,False
275,53730,107492,124773.3504462832,59353.74652109193,1.048328025541398,9.0,0.6284614,0.1493035,1.007533,1.100473,1320.208,0.01103409,0.08361579,0.226881,0.7671265,1150.224,0.0890163,0.1620867,0.4680334,0.4899016,721.7878,0.141779,0.06019097,0.0865123,0.2246894,315.4517,block,709795,0.557736876494886,Assem.stp,ge-jet-engine-bracket-v2-1,Andrew Smolkov,andrew.smolkov-1,False,False,True
279,11319,22674,104803.6974903254,35070.26910953331,1.888797521662753,10.0,1.326671,0.1142351,1.395398,1.771454,1275.97,0.01643168,0.2230483,1.40609,2.610341,2053.811,0.002904406,0.1134598,0.4987747,0.6139008,1167.008,0.2727509,0.0912264,0.1572029,0.4266988,487.8145,beam,102770,0.4684725277817546,GE jet engine bracket challenge New Design - V3.IGS,ge-jet-engine-bracket-challenge-new-design-v2-1,Yohanes Harlieyanta,yohanes.harlieyanta-1,False,False,False
280,22637,45294,237919.80642606763,56369.07323888151,1.6306730747622122,6.0,0.4027871,0.07272889,0.56111,0.6369593,790.1678,0.06265648,0.07626496,0.3808466,0.6552311,461.3847,0.004558606,0.07226641,0.1824603,0.2161268,491.2582,0.09997302,0.02531306,0.07414546,0.1959465,301.2023,flat,298914,1.0635015347245225,GE-project_2.STEP,ge-jet-engine-bracket-challenge-6,Vishal Bharatia,vishal.bharatia,False,False,False
281,308930,619300,157133.2499849691,133063.18280864725,0.6952361201643559,361.0,0.9625962,0.6507304,1.985011,2.140411,3148.818,0.01108883,0.1100949,0.5226259,1.323296,1295.856,0.02254806,0.6166778,1.159359,1.271203,2290.17,0.3816756,0.07245955,0.199999,0.4294983,1465.291,block,3020741,0.702385627432812,Matix_concept_01.x_t,matrix-experimental-concept-01-1,Danny Tasmakis,danny.tasmakis,True,False,False
282,58623,117226,122229.448521868,127342.88246375496,1.562203625440323,-4.0,0.4015743,0.1486793,0.8034884,0.8553409,729.2319,0.0110656,0.1140918,0.1510501,0.6194211,575.7559,0.01424195,0.2102204,0.4417889,0.4960758,567.2596,0.2149177,0.0310776,0.1144087,0.3769149,511.8692,block,315081,0.54636563489275,130623-006.stp,ge-jet-engine-bracket-challenge-7,Mark Ramsey,mark.ramsey-2,False,False,False
284,34692,69368,378010.1916909661,78944.79603856694,1.576781552412096,-3.0,0.1508355,0.03688931,0.2415279,0.2692679,553.7444,0.004956695,0.02111074,0.0689316,0.2154864,309.0487,0.003522331,0.04604875,0.1089222,0.119032,259.3188,0.07232045,0.008118183,0.05007927,0.1519254,291.8789,block,467501,1.6897055568586186,GE Engine Bracket - African Version.stp,ge-engine-bracket-8,neil louw,neil.louw,False,True,False
285,32692,65472,191632.0817336815,46318.286698775046,1.1978153276217696,23.0,0.3317122,0.0909019,0.5670887,0.622995,854.3665,0.008295779,0.0333656,0.09808999,0.3896522,581.2985,0.05527287,0.09941217,0.2939292,0.3107042,382.3372,0.09806547,0.01981728,0.07162289,0.1756474,325.6124,arch,416762,0.8565954053495564,BRACKET_EVO_II.STEP,ge-jet-engine-bracket-challenge-evo-ii-1,Lorenzo Temporin,lorenzo.temporin-1,False,False,True
289,34582,69184,292597.53697927203,47017.3156476447,1.1459502574366962,6.0,0.1526804,0.05466769,0.2464019,0.2732325,501.7373,0.00723322,0.03251008,0.07340676,0.2407945,337.1962,0.005086998,0.07213586,0.1157437,0.1415006,281.7984,0.08948979,0.01517013,0.05919016,0.1700354,323.6224,flat,468719,1.307910990297346,GE-jet engine bracket-36.7% reduction.STEP,ge-jet-engine-bracket-challenge-9,Marinus Reutelingsperger,marinus.reutelingsperger-1,False,True,False
290,28879,57778,275000.10318770783,45523.18148325169,1.2465702182920937,6.0,0.1605365,0.05629181,0.2514706,0.2813661,527.1093,0.007781879,0.03790877,0.06484602,0.2629905,330.4723,0.005001995,0.07764173,0.1116835,0.1433292,277.2252,0.0950546,0.01817816,0.0628725,0.1686789,307.6227,flat,383200,1.2292504612490542,GE-jet engine bracket-40.7% reduction.STEP,ge-jet-engine-bracket-challenge-9,Marinus Reutelingsperger,marinus.reutelingsperger-1,True,False,False
291,34922,69864,257165.0956523749,48264.36036180057,1.1534013421629692,6.0,0.3531529,0.1009248,0.4719203,0.5529662,821.5345,0.02080358,0.06096093,0.1713214,0.5967259,508.8758,0.004127599,0.07604396,0.1431492,0.1783509,405.112,0.1527621,0.03835276,0.09148002,0.1882942,387.8362,flat,455701,1.149527977566116,GE Jet Engine Bracket Strong.STEP,ge-jet-engine-bracket-strong-1,Arief Nur Hidayat,arief.nur.hidayat-1,False,False,True
293,36388,72808,145496.3036476466,43295.47508696051,1.0853451858336178,9.0,0.9496854,0.1313454,1.321932,1.470153,904.5343,0.03385355,0.09939033,0.1539888,1.138746,1037.366,0.1734058,0.05368949,0.5056877,0.5088692,525.7758,0.2033944,0.05933363,0.1256776,0.2996038,343.4246,flat,483403,0.6503684773049804,Ti-Bracket_var04.STEP,titanium-bracket-var_iii-correction-1,Duje Siskov,duje.siskov-1,False,False,False
295,20263,40546,95027.69756029383,35614.53386108298,1.3790707669790088,6.0,2.318132,0.5307139,2.747516,3.290421,2372.27,0.5215892,0.4006824,1.02165,3.225575,1932.317,0.183492,0.2642002,0.6545813,0.7095117,895.214,0.6646406,0.5334485,0.3393545,0.778734,743.526,beam,224017,0.4247738080945135,GE Jet Engine Bracket.STEP,ge-jet-engine-bracket-25,RYAN,ryan-319,True,False,False
296,50033,100094,125562.27211918271,44507.72524092964,0.9431662947730248,8.0,0.9016418,0.3459224,1.396556,1.544969,1278.883,0.02285585,0.1279199,0.2328762,1.186117,1373.53,0.07331228,0.2904134,0.6367256,0.6963984,1409.66,0.1786463,0.08238931,0.1433894,0.2643672,320.1934,arch,610285,0.5612633563727468,COPY OF GE BRACKET-5.stp,ge-bracket-design-4,Girish.K.S,girish.k.s-1,False,False,False
297,14950,29920,163058.1890155358,40693.503601405086,1.7210877008956815,6.0,0.5302327,0.2489794,0.8246428,0.9278451,1808.868,0.03608419,0.1190093,0.3065946,0.7127613,636.5004,0.03544991,0.2282678,0.3389028,0.4060957,1282.551,0.2168541,0.031672,0.1674442,0.4178403,1271.627,flat,185362,0.7288701048994451,20130701_ge_wave_bracket_fea.igs,ge-wave-bracket-2-0-1,Michele Cantatore,michele.cantatore,True,False,False
302,28135,56306,191366.7524591725,44857.79927336983,1.3040327166759298,10.0,0.5360498,0.1804139,0.7724968,0.8870167,1219.909,0.01254073,0.08963772,0.563533,0.8133544,845.7382,0.0031997,0.1314709,0.2684567,0.2993334,597.9106,0.1113804,0.0293698,0.07119096,0.1378327,306.0466,flat,372831,0.8554093834925012,jets.STEP,ge-jet-engine-bracket-2-2,Victor Bonavarte 6779,victor.bonavarte.6779-1,False,False,True
306,54605,109230,119837.53262532482,49863.11571572944,0.956874595446712,6.0,0.4369329,0.1942155,0.8179734,0.8717233,853.9379,0.01440322,0.1117306,0.1485177,0.5628148,509.0078,0.02253957,0.2519558,0.459324,0.5211432,528.2435,0.1679469,0.08057406,0.1019044,0.3384041,423.8621,flat,641437,0.535673770835202,new_bracket_2.stp,ge-jet-engine-bracket-challenge-by-tiago-1,Tiago Pereira,tiago.pereira--1,False,False,True
308,49320,98660,111082.41763744965,37714.39341812295,0.8805637788183729,6.0,2.549779,1.006979,3.092377,3.75937,2949.513,0.5652086,0.1897955,3.174464,5.955966,3034.885,0.1494363,0.9636973,2.345159,2.352173,2167.345,0.4596074,0.08023486,0.2903128,0.5770165,1182.768,flat,644993,0.4965384068394,Bracket.stp,new-ge-bracket-1,Damian Lesniak,damian.lesniak,False,False,True
